time(UTC),T2m,RH,G(h),Gb(n),Gd(h),IR(h),WS10m,WD10m,SP
20170328:1100,18.38,56.35,840,930.33,112,306.2,1.72,40,100909
20170328:1200,19.68,48.55,894,947.25,112,308.4,1.52,22,100859
20170328:1300,20.53,43.85,876,926.99,121,325.2,1.38,10,100830
20170328:1400,21.02,41,744,717.31,206,332.8,1.24,359,100732
20170328:1500,21.25,39.5,645,801.1,135,335.6,1.38,346,100712
20170328:1600,21.36,39,454,676.36,128,329.8,1.86,334,100702
20170328:1700,21.08,39.35,222,357.31,116,322.6,2.34,326,100702
20170328:1800,19.79,43.8,48,171.56,32,317.8,2.41,322,100722
20170328:1900,17.91,49.75,0,0,0,319.2,2,335,100751
20170328:2000,16.01,60.45,0,0,0,308,1.59,6,100791
20170328:2100,14.23,66.4,0,0,0,301.4,1.59,51,100810
20170328:2200,12.46,72.6,0,0,0,297.6,1.79,84,100840
20170328:2300,11.03,79.5,0,0,0,293.6,1.93,105,100840
20170329:0000,10.08,85.05,0,0,0,289,2.07,112,100820
20170329:0100,9.57,87.05,0,0,0,287.2,2.14,116,100820
20170329:0200,9.21,87.7,0,0,0,286,2.14,116,100751
20170329:0300,8.75,87.3,0,0,0,281.4,2.14,112,100722
20170329:0400,8.25,86.7,0,0,0,278.8,2.07,106,100692
20170329:0500,7.75,86.45,0,0,0,276.2,2.07,97,100702
20170329:0600,7.38,86.05,0,0,0,274.8,2.14,91,100683
20170329:0700,8.02,87.25,133,399.82,60,274.8,2.14,91,100712
20170329:0800,12.78,71.6,341,615.66,107,277,1.79,83,100751
20170329:0900,16.83,55.2,551,786.86,115,287.4,1.72,74,100732
20170329:1000,19.47,45.5,723,873.27,118,295.6,1.66,78,100771
20170329:1100,21.3,39.7,840,915.21,120,304.4,1.79,97,100722
20170329:1200,22.61,36.15,899,948.84,112,311.2,2,114,100663
20170329:1300,23.44,33.6,880,927.8,121,316,2.14,123,100574
20170329:1400,23.87,32.1,795,885.35,128,317.8,2.41,127,100476
20170329:1500,23.89,31.8,655,833.1,122,318.4,2.62,128,100447
20170329:1600,23.44,32.2,460,690.71,125,317.2,2.83,129,100417
20170329:1700,22.49,33.85,257,570.72,86,315.2,2.83,129,100388
20170329:1800,20.87,38.5,55,238.99,32,310.4,2.41,127,100407
20170329:1900,18.8,44.15,0,0,0,303.6,2.21,129,100437
20170329:2000,16.58,50.5,0,0,0,296,2.21,122,100486
20170329:2100,14.73,55.65,0,0,0,290.4,2.21,117,100555
20170329:2200,13.27,58.85,0,0,0,286.6,2.28,113,100604
20170329:2300,12.13,60.8,0,0,0,283.4,2.28,111,100584
20170330:0000,11.21,62.3,0,0,0,281.6,2.21,108,100535
20170330:0100,10.38,64.75,0,0,0,279.8,2.07,100,100496
20170330:0200,10,65,0,0,0,277.8,1.86,87,100457
20170330:0300,9.47,66.95,0,0,0,276.4,1.93,82,100398
20170330:0400,9.21,68,0,0,0,275,1.86,78,100378
20170330:0500,9.01,69.05,0,0,0,273.2,1.86,77,100368
20170330:0600,8.54,72.7,0,0,0,274.2,2,79,100378
20170330:0700,8.82,79.1,115,213.11,75,282.4,2.07,84,100388
20170330:0800,12.91,73.5,278,283.1,169,288.6,1.52,84,100368
20170330:0900,17.72,48.25,545,731.91,136,299.6,1.52,102,100368
20170330:1000,20.11,40.35,709,797.44,153,309.8,1.72,128,100398
20170330:1100,21.86,35.4,823,834.55,163,318.2,1.86,150,100378
20170330:1200,23.27,32.1,884,882.07,149,322,2.07,165,100329
20170330:1300,24.23,29.9,818,710.79,234,326.6,2.34,172,100299
20170330:1400,24.77,28.65,734,663.42,232,325.2,2.55,176,100260
20170330:1500,24.83,28.55,637,745.07,158,336.4,2.62,184,100221
20170330:1600,24.38,29.45,471,733.6,113,336.2,2.62,191,100240
20170330:1700,23.4,31.85,249,489.16,101,331.6,2.48,194,100260
20170330:1800,21.61,36.65,58,252,33,328,2.07,195,100280
20170330:1900,19.05,43.55,0,0,0,318.6,2,195,100339
20170330:2000,16.88,52.2,0,0,0,317.6,1.66,194,100388
20170330:2100,14.92,64,0,0,0,310.8,1.31,195,100457
20170330:2200,15.03,57.25,0,0,0,303.6,0.9,219,100486
20170330:2300,14.44,60.25,0,0,0,295.6,0.69,284,100525
20170331:0000,14.25,62.35,0,0,0,297.2,0,303,100516
20170331:0100,13.94,64.15,0,0,0,295.6,0.48,134,100516
20170331:0200,13.99,63.2,0,0,0,298.4,0.76,131,100476
20170331:0300,11.65,72.65,0,0,0,298.8,1.52,131,100427
20170331:0400,10.11,78.2,0,0,0,306.6,2,135,100466
20170331:0500,9.7,77.95,0,0,0,307.2,1.86,140,100437
20170331:0600,11.09,68.65,0,0,0,305.2,0.9,152,100437
20170331:0700,11.86,65.4,148,472.04,57,300.4,0.62,217,100525
20170331:0800,14.19,69.35,361,684.75,94,296.2,0.69,248,100594
20170331:0900,16.8,57.25,559,775.54,122,297.6,1.38,254,100614
20170331:1000,18.57,49.4,729,860.87,125,304.6,1.72,244,100614
20170331:1100,20.21,44.15,845,900.71,129,311.4,2.28,243,100614
20170331:1200,21.5,42.35,903,933.03,122,317.2,2.97,248,100594
20170331:1300,22.26,42.8,888,929.56,121,324.2,3.59,253,100506
20170331:1400,22.48,44.6,802,886.9,128,332.4,4.14,259,100417
20170331:1500,22.36,46.4,531,382.37,284,335.4,4.14,259,100378
20170331:1600,19.77,56.71,418,472.54,186,308.17,3.37,255,100329
20170331:1700,19.13,59.77,240,419.02,112,309.8,3.27,255,100329
20170331:1800,18.49,62.82,64,323.02,31,311.43,3.16,253,100329
20170331:1900,17.86,65.88,0,0,0,313.05,3.06,245,100358
20170331:2000,17.22,68.94,0,0,0,314.68,2.95,233,100398
20170331:2100,16.58,71.99,0,0,0,316.31,2.84,224,100457
20170331:2200,15.95,75.05,0,0,0,317.93,2.74,231,100476
20170331:2300,15.31,78.11,0,0,0,319.56,2.63,258,100496
20190401:0000,14.67,81.16,0,0,0,321.19,2.53,167,99454
20190401:0100,14.04,84.22,0,0,0,322.82,2.42,175,99464
20190401:0200,13.4,87.28,0,0,0,324.44,2.32,176,99425
20190401:0300,12.76,90.33,0,0,0,326.07,2.21,178,99396
20190401:0400,12.13,93.39,0,0,0,327.7,2.11,182,99396
20190401:0500,11.49,96.45,0,0,0,329.32,2,184,99396
20190401:0600,10.85,99.5,0,0,0,330.95,1.9,186,99445
20190401:0700,10.22,100,122,222.4,78,332.58,1.79,162,99484
20190401:0800,13.56,88.75,219,98.79,180,361.2,1.93,174,99553
20190401:0900,14.18,87.35,78,0,78,368.8,2.14,180,99592
20190401:1000,15.05,85.65,214,0,214,372,2.41,191,99631
20190401:1100,15.9,82.85,758,620.8,262,375.6,2.55,197,99651
20190401:1200,17.19,76.45,604,211.71,426,383.2,2.76,205,99602
20190401:1300,17.64,73.05,867,862.92,152,379.8,2.97,209,99602
20190401:1400,18.2,69.6,753,720.68,203,376.8,3.17,210,99543
20190401:1500,18.29,65.95,608,627.11,201,374.4,3.66,217,99572
20190401:1600,17.27,69.3,188,10.12,183,368.6,3.72,229,99572
20190401:1700,17.22,65.25,70,0,70,331.6,3.52,230,99592
20190401:1800,16.69,65.1,66,333.02,31,336.2,2.9,229,99621
20190401:1900,15.86,64.15,0,0,0,322,2.28,225,99690
20190401:2000,14.73,70.3,0,0,0,314.8,2.21,217,99798
20190401:2100,13.8,76.8,0,0,0,309.6,2.21,210,99857
20190401:2200,13.02,82.85,0,0,0,304.8,2.14,200,99897
20190401:2300,12.32,87.45,0,0,0,298.4,2.14,186,99926
20190402:0000,11.66,90.85,0,0,0,294.4,2.07,182,99897
20190402:0100,11.07,92.65,0,0,0,290,1.93,185,99926
20190402:0200,10.53,93.7,0,0,0,293,1.72,159,99838
20190402:0300,9.74,94.45,0,0,0,286.8,1.66,152,99828
20190402:0400,8.93,96.6,0,0,0,294,1.45,158,99857
20190402:0500,8.14,97.35,0,0,0,285.2,1.45,143,99828
20190402:0600,7.65,99,0,0,0,299.8,1.24,125,99847
20190402:0700,9.43,95.5,144,349.98,73,322.2,1.1,112,99877
20190402:0800,12.94,79.7,367,660.63,103,322.2,0.69,88,99897
20190402:0900,15.36,66.7,514,546.56,201,316.2,0.69,50,99936
20190402:1000,17.27,58.4,643,532.21,265,309,0.69,23,99946
20190402:1100,19.01,50.25,624,287.69,393,312.2,0.69,356,99906
20190402:1200,20.13,44.65,937,1031.42,66,318.4,0.76,334,99838
20190402:1300,21.12,40.25,890,909.88,133,325.6,1.17,331,99769
20190402:1400,21.77,36.85,673,464.55,317,332.6,1.38,326,99690
20190402:1500,22.04,34.75,614,625.76,206,335.6,1.52,314,99661
20190402:1600,21.95,33.95,478,726.68,117,345.6,1.72,297,99582
20190402:1700,21.59,33.95,249,446.6,110,350,1.72,286,99592
20190402:1800,20.89,36.75,54,138.85,39,355.4,1.38,298,99582
20190402:1900,19.22,44.9,0,0,0,357,1.79,283,99563
20190402:2000,18.14,50.25,0,0,0,347.2,1.72,282,99612
20190402:2100,17,56.75,0,0,0,335,1.79,263,99651
20190402:2200,15.73,65.9,0,0,0,327.4,1.52,246,99661
20190402:2300,15.6,68.05,0,0,0,327,0.83,250,99631
20190403:0000,13.73,76.95,0,0,0,310.8,1.45,206,99612
20190403:0100,12.45,83,0,0,0,300.4,2.07,190,99553
20190403:0200,11.69,87.2,0,0,0,294.8,2.07,188,99504
20190403:0300,10.97,89.9,0,0,0,291.4,1.93,186,99445
20190403:0400,10.65,89.9,0,0,0,289.2,1.59,178,99386
20190403:0500,10.71,88.35,0,0,0,287,1.45,162,99307
20190403:0600,10.38,88.15,0,0,0,285.2,1.52,141,99258
20190403:0700,10.24,90.6,169,553.23,54,284.8,1.31,99,99219
20190403:0800,14.64,75.3,380,714.62,91,289.2,0.62,65,99219
20190403:0900,17.23,58.1,593,874.91,88,296.4,0.55,17,99179
20190403:1000,19.14,47.9,771,975.54,74,304.4,1.03,310,99140
20190403:1100,20.5,40.6,889,1017.51,68,310.4,2.14,286,99101
20190403:1200,21.41,36.2,929,985.74,93,313.4,2.9,277,99052
20190403:1300,22.08,32.3,870,828.41,178,318.8,3.52,272,98973
20190403:1400,22.44,28.8,821,920.13,113,319,4,269,98894
20190403:1500,22.42,25.9,683,885.55,103,311.6,4.41,267,98816
20190403:1600,21.96,24.7,490,770.55,105,306.4,4.55,266,98757
20190403:1700,21.02,25.85,277,624.03,81,301.6,4.48,269,98718
20190403:1800,19.71,29.6,72,342.52,34,297.6,3.52,267,98698
20190403:1900,17.64,37.95,0,0,0,293,2.69,258,98698
20190403:2000,16.16,43.1,0,0,0,288.2,2.28,259,98737
20190403:2100,14.97,47.4,0,0,0,285.6,2.14,267,98777
20190403:2200,13.82,50.6,0,0,0,283.6,2.07,282,98777
20190403:2300,12.6,53.95,0,0,0,280.4,2,290,98777
20190404:0000,11.44,57.5,0,0,0,278,2,294,98757
20190404:0100,10.47,60.35,0,0,0,275,2.07,303,98767
20190404:0200,9.58,62.95,0,0,0,272,2,314,98698
20190404:0300,8.8,65.45,0,0,0,268,1.86,325,98718
20190404:0400,8.3,65.8,0,0,0,264.6,1.66,338,98698
20190404:0500,7.87,65.35,0,0,0,261.4,1.59,350,98727
20190404:0600,7.5,66.6,0,0,0,258.4,1.52,359,98757
20190404:0700,8.69,66.7,174,535.64,60,258,0.97,343,98816
20190404:0800,11.04,51.15,386,699,100,260.4,1.31,357,98855
20190404:0900,12.73,42.55,593,820.03,116,264.2,1.45,349,98865
20190404:1000,14.41,36.8,765,900.29,118,270,1.45,326,98875
20190404:1100,15.94,32.2,880,937.41,120,275.2,1.72,298,98865
20190404:1200,17.14,28.7,957,1042.66,69,279.4,2.14,284,98826
20190404:1300,18.09,26.2,911,930.08,131,282.8,2.41,270,98757
20190404:1400,18.76,24.65,828,906.1,128,285,2.83,260,98688
20190404:1500,19.07,23.8,686,858.82,121,286,3.38,253,98668
20190404:1600,18.81,24.15,499,776.15,109,286.8,4.07,249,98649
20190404:1700,17.84,26.7,285,637.39,83,285.4,4.76,245,98659
20190404:1800,15.94,34.25,76,368.92,34,281.8,4.9,236,98698
20190404:1900,13.79,44.2,0,0,0,276.4,4.69,227,98718
20190404:2000,12.51,51.7,0,0,0,272.4,4.28,218,98767
20190404:2100,11.8,58.85,0,0,0,270.8,4.14,208,98786
20190404:2200,11.44,64.8,0,0,0,269.6,4.07,210,98806
20190404:2300,11.33,66.7,0,0,0,275.6,3.86,224,98826
20190405:0000,11.28,64.65,0,0,0,288.4,3.59,232,98816
20190405:0100,11.29,63.35,0,0,0,306.6,3.24,229,98806
20190405:0200,11.11,66.25,0,0,0,318.6,3.17,219,98718
20190405:0300,10.93,72.85,0,0,0,342,3.38,211,98668
20190405:0400,10.59,79.2,0,0,0,341.2,3.72,208,98600
20190405:0500,10.07,89.35,0,0,0,346.4,4.21,213,98570
20190405:0600,10.26,92.6,0,0,0,358.2,4.48,223,98541
20190405:0700,10.68,92.2,107,82.66,89,362,5.03,216,98521
20190405:0800,10.6,92.25,75,0,75,355.2,4.9,229,98501
20190405:0900,9.9,91.3,65,0,65,346.2,4.34,247,98600
20190405:1000,10.59,89.5,310,15.22,299,327.2,3.38,243,98629
20190405:1100,12.14,79.9,302,3.68,299,326,3.66,236,98649
20190405:1200,13.74,67.95,732,408.1,383,305.8,4.9,242,98737
20190405:1300,14.26,55.4,405,27.32,382,316.4,5.86,249,98747
20190405:1400,15.1,42.25,826,909.01,121,296.6,6.41,256,98718
20190405:1500,15.37,36.35,512,302.68,312,297.6,6.62,261,98718
20190405:1600,15.04,34.9,481,694.66,130,290,6.76,260,98747
20190405:1700,14.23,38.9,166,78.19,141,296,6.69,258,98786
20190405:1800,12.79,47.9,51,77.1,42,289.2,5.72,258,98855
20190405:1900,11.49,56.8,0,0,0,301.2,4.14,252,98924
20190405:2000,11.05,58,0,0,0,285.8,3.72,249,99003
20190405:2100,10.8,58.6,0,0,0,288,3.72,258,99081
20190405:2200,10.5,60.85,0,0,0,295.6,3.45,257,99160
20190405:2300,10.06,64.65,0,0,0,288.6,3.31,252,99179
20190406:0000,9.51,69.1,0,0,0,274.6,3.17,247,99199
20190406:0100,8.96,73.3,0,0,0,265,3.03,241,99179
20190406:0200,8.7,75.6,0,0,0,272.8,2.9,237,99150
20190406:0300,8.34,78.15,0,0,0,267.6,2.69,233,99160
20190406:0400,8.07,80.3,0,0,0,269.6,2.62,230,99150
20190406:0500,8.01,81.55,0,0,0,277.4,2.62,226,99179
20190406:0600,8,83.1,0,0,0,285.2,2.55,223,99199
20190406:0700,8.4,86.05,150,282.97,87,292.2,2.14,211,99228
20190406:0800,10.3,76.65,390,695.32,99,299.2,2.97,232,99258
20190406:0900,11.55,69.7,347,101.61,287,299.6,3.66,248,99278
20190406:1000,13.23,62.35,610,403.1,317,302,4,254,99307
20190406:1100,14.33,56.6,247,0,247,308.8,4.41,253,99278
20190406:1200,15.11,52.1,889,816.4,188,309,5.03,254,99258
20190406:1300,15.5,50.2,660,291.1,414,322.8,5.59,251,99219
20190406:1400,14.82,55.35,135,0,135,324.6,6.41,246,99228
20190406:1500,14.67,55.15,406,114.53,330,326.4,6.55,251,99199
20190406:1600,14.81,55.3,182,5.9,179,307.6,6.34,255,99179
20190406:1700,13.73,57.4,180,111.62,144,302.4,6.07,252,99248
20190406:1800,12.37,67.3,9,0,9,298.4,5.1,249,99307
20190406:1900,12.17,73,0,0,0,313.8,4.14,249,99356
20190406:2000,11.73,72.5,0,0,0,300.6,3.79,248,99454
20190406:2100,11.41,71.2,0,0,0,308.2,3.45,250,99553
20190406:2200,10.9,71.6,0,0,0,296,3.1,246,99553
20190406:2300,10.56,73,0,0,0,297,3.1,241,99592
20190407:0000,10.06,75.8,0,0,0,283.6,3.17,243,99621
20190407:0100,9.67,78.95,0,0,0,280,3.17,245,99621
20190407:0200,9.41,81.55,0,0,0,283.2,2.97,245,99602
20190407:0300,9.26,83.85,0,0,0,292.6,2.76,241,99602
20190407:0400,9.18,86.1,0,0,0,301.2,2.69,238,99621
20190407:0500,9,88.45,0,0,0,307.8,2.62,237,99612
20190407:0600,8.95,89.55,0,0,0,314.2,2.28,232,99671
20190407:0700,9.96,87.45,114,87.92,94,309,1.59,228,99710
20190407:0800,11.71,78.85,261,153.62,196,314.4,2.07,247,99769
20190407:0900,13.42,67.35,467,346.33,261,316.8,3.72,271,99818
20190407:1000,14.31,58.65,504,192.92,363,324,4.62,270,99828
20190407:1100,14.81,53.65,528,136.25,416,344.2,4.62,264,99847
20190407:1200,15.17,51.95,235,0,235,357.6,4.76,258,99867
20190407:1300,15.33,52.3,458,57.77,409,364,4.69,254,99877
20190407:1400,15.53,54.15,295,5.12,291,365.8,4.76,249,99847
20190407:1500,15.55,57.7,231,3,229,368.8,4.83,244,99798
20190407:1600,15.21,64.3,173,3.92,171,369.8,4.28,242,99769
20190407:1700,14.13,78,86,0,86,369.6,3.45,225,99769
20190407:1800,13.42,88.75,32,8.16,31,368,4.21,223,99818
20190407:1900,13.61,95.1,0,0,0,365.6,4.69,243,99887
20190407:2000,13.36,95.65,0,0,0,350.4,3.93,240,99946
20190407:2100,13.14,96.4,0,0,0,350.4,3.31,229,99975
20190407:2200,12.99,95.55,0,0,0,352.8,3.17,222,99965
20190407:2300,12.76,96,0,0,0,345.4,3.03,221,99965
20190408:0000,12.55,95.2,0,0,0,342.8,2.9,219,99965
20190408:0100,12.28,94.45,0,0,0,344.65,2.76,216,99916
20190408:0200,12.18,94.45,0,0,0,352.6,2.76,215,99916
20190408:0300,12.01,94.95,0,0,0,344.8,2.62,214,99887
20190408:0400,11.95,96.2,0,0,0,347.8,2.48,213,99857
20190408:0500,11.85,96.55,0,0,0,343.8,2.41,207,99847
20190408:0600,11.78,96.45,0,0,0,338,2.48,196,99867
20190408:0700,12.52,97.25,121,107.63,96,364.2,3.1,209,99897
20190408:0800,13.13,95.25,205,49.1,184,358.2,2.9,215,99906
20190408:0900,14.12,90.2,425,237.03,283,358.4,3.1,214,99926
20190408:1000,14.69,87.2,96,0,96,363,3.59,219,99946
20190408:1100,15.25,84.75,314,4.84,310,368.8,4.14,229,99946
20190408:1200,14.78,85.3,279,0,279,366.2,3.59,237,99906
20190408:1300,15.27,88.25,312,3.52,309,350.8,3.93,239,99887
20190408:1400,14.65,87.05,287,3.82,284,369.4,4.14,239,99877
20190408:1500,14.64,86.75,374,79.2,321,367.4,3.86,228,99857
20190408:1600,15.58,79.4,288,93.47,240,351,4.34,228,99808
20190408:1700,15.7,75.15,172,88.41,143,335.8,4.41,228,99808
20190408:1800,15.05,75.4,72,215.41,45,308.2,4.28,229,99828
20190408:1900,13.56,82.5,0,0,0,310.6,4.07,223,99897
20190408:2000,12.85,85,0,0,0,315.8,3.79,221,99926
20190408:2100,12.24,87,0,0,0,299.8,3.45,222,100005
20190408:2200,11.59,88.45,0,0,0,284.8,2.97,227,100014
20190408:2300,11.05,88,0,0,0,284.6,2.48,236,100034
20190409:0000,10.44,86.2,0,0,0,280.2,2.28,245,100054
20190409:0100,9.74,85.2,0,0,0,279.8,2.14,246,100083
20190409:0200,8.82,87.05,0,0,0,271,2,239,100064
20190409:0300,8.08,88.6,0,0,0,273,2,234,100064
20190409:0400,7.34,90.35,0,0,0,267.8,1.86,230,100073
20190409:0500,6.86,91.4,0,0,0,268.2,1.86,216,100054
20190409:0600,6.3,93,0,0,0,266.2,2,202,100083
20190409:0700,8.65,92.7,156,248.91,97,298.2,1.31,202,100142
20190409:0800,11.63,82.25,349,416.5,169,290.4,1.79,233,100162
20190409:0900,13.11,73.85,98,0,98,304.2,2.9,265,100152
20190409:1000,14.47,66.05,687,584.79,255,301.4,3.45,272,100132
20190409:1100,15.57,57.75,664,324.39,395,319.2,4.07,274,100103
20190409:1200,16.12,52.7,876,743.65,230,320.6,4.48,274,100083
20190409:1300,16.56,49.45,501,84.27,429,316.2,4.76,272,100034
20190409:1400,17,47.05,465,90.19,394,334.4,4.83,269,100014
20190409:1500,17.08,45.95,578,452.45,274,345,5.03,267,99985
20190409:1600,16.92,46.65,379,273.15,238,341.6,4.9,261,99956
20190409:1700,16.44,49.3,260,411.19,124,339.2,4.34,255,99946
20190409:1800,15.59,55.55,85,343.24,41,324.8,3.86,241,99936
20190409:1900,14.47,65.05,0,0,0,328.6,3.45,235,99975
20190409:2000,13.36,71.6,0,0,0,305.6,2.9,231,99995
20190409:2100,12.72,74.45,0,0,0,307.6,2.34,242,100064
20190409:2200,12.19,74.6,0,0,0,304.2,2.07,264,100093
20190409:2300,11.65,74.25,0,0,0,307,2,279,100083
20190410:0000,10.66,77.4,0,0,0,290.8,1.93,281,100113
20190410:0100,9.47,82.35,0,0,0,278.8,1.93,283,100113
20190410:0200,8.53,86.3,0,0,0,278.8,1.86,289,100083
20190410:0300,7.82,87.9,0,0,0,271.4,1.66,285,100064
20190410:0400,7.45,88.15,0,0,0,269,1.52,271,100054
20190410:0500,6.85,89.45,0,0,0,263.6,1.52,259,100054
20190410:0600,6.23,91.2,0,0,0,262,1.66,256,100083
20190410:0700,7.46,91.2,201,566.72,64,265.2,1.24,249,100132
20190410:0800,10.86,76.85,417,746.64,91,270.2,1.86,280,100152
20190410:0900,12.55,65.1,604,778.67,131,279.8,3.03,317,100172
20190410:1000,14.03,55.85,699,611.4,245,303.2,3.38,321,100152
20190410:1100,15.63,46.7,723,441.9,355,303,3.79,319,100132
20190410:1200,16.9,39.9,864,700.75,253,332.4,4.21,317,100064
20190410:1300,17.96,35,871,767.49,213,339.4,4.41,313,99985
20190410:1400,18.86,31.5,828,872.11,139,324.6,4.55,309,99916
20190410:1500,19.16,29.95,632,616.68,216,342.2,4.83,307,99828
20190410:1600,19.14,30.3,481,639.88,149,357.4,4.83,304,99818
20190410:1700,18.62,34,282,536.81,103,336.2,4.34,298,99847
20190410:1800,17.63,41,91,404.5,38,313.2,3.38,290,99857
20190410:1900,15.88,55.45,0,0,0,328.8,2.69,254,99897
20190410:2000,14.79,60.95,0,0,0,322.6,2.21,248,99965
20190410:2100,13.95,63.6,0,0,0,314.2,1.93,261,100014
20190410:2200,13.03,64.95,0,0,0,300.8,2.07,282,100054
20190410:2300,12.08,66.2,0,0,0,299.2,2.07,293,100054
20190411:0000,10.78,71.2,0,0,0,284,1.93,297,100073
20190411:0100,9.85,75.65,0,0,0,283,1.59,294,100083
20190411:0200,9.88,73.95,0,0,0,275.6,1.24,279,100044
20190411:0300,10.33,71.25,0,0,0,273.6,1.03,261,100044
20190411:0400,9.94,73.15,0,0,0,271.8,0.97,257,100073
20190411:0500,9.63,74.8,0,0,0,270.4,0.83,256,100044
20190411:0600,9.28,76.6,0,0,0,269.2,0.76,251,100073
20190411:0700,10.03,76.45,208,584.43,64,273,0.34,139,100123
20190411:0800,12.26,69,424,748.28,94,277,0.41,1,100142
20190411:0900,14.14,61.6,630,866.67,100,282.6,0.97,11,100132
20190411:1000,15.86,55.55,801,947.29,94,288.4,0.97,355,100142
20190411:1100,17.4,49.1,920,1000.92,83,294.2,1.38,327,100142
20190411:1200,18.55,43,978,1046.74,62,299.8,1.86,318,100083
20190411:1300,19.27,39.25,946,992.7,92,310,2.28,315,100054
20190411:1400,19.95,35.95,838,881.7,139,321.6,2.48,315,99995
20190411:1500,20.29,33.35,689,804.75,144,329,2.48,317,99926
20190411:1600,20.53,30.85,524,832.25,90,312,2.34,317,99906
20190411:1700,20.36,29.75,312,719.94,70,315.4,2.07,307,99877
20190411:1800,19.52,34.1,95,425.85,38,308.2,1.59,271,99877
20190411:1900,17.47,43.75,0,0,0,301.8,2,218,99897
20190411:2000,15.49,54.65,0,0,0,303.2,2.41,213,99965
20190411:2100,14.04,65.55,0,0,0,294.8,2.41,201,100005
20190411:2200,12.97,73.4,0,0,0,291.2,2.21,180,100054
20190411:2300,11.98,79.5,0,0,0,285.8,2.14,160,100054
20190412:0000,11.19,83.85,0,0,0,286.2,2.14,151,100064
20190412:0100,10.34,87.2,0,0,0,284.2,1.93,148,100014
20190412:0200,9.25,90.9,0,0,0,279.2,1.66,144,99985
20190412:0300,8.66,90.6,0,0,0,277.6,1.45,123,99956
20190412:0400,8.04,90.25,0,0,0,274,1.66,102,99956
20190412:0500,7.58,89.65,0,0,0,271.6,1.79,97,99965
20190412:0600,7.14,90,10,21.85,9,273.2,1.86,95,100014
20190412:0700,8.46,91.55,211,561.76,70,276.8,1.31,88,100054
20190412:0800,13.74,69.15,432,761.2,93,277.2,1.31,71,100064
20190412:0900,16.47,51.8,640,878.87,99,278.4,1.66,55,100064
20190412:1000,18.3,41.25,807,941.27,101,286.6,1.59,37,100093
20190412:1100,19.63,34,907,924.22,131,293.2,1.66,12,100083
20190412:1200,20.55,30.45,0,0,0,297.2,1.86,353,100044
20190412:1300,21.15,29.05,961,1020.67,80,301.4,2.14,345,99995
20190412:1400,21.5,28.4,865,960.4,101,307.8,2.21,339,99965
20190412:1500,21.54,28.25,716,894.32,108,308.2,2.14,338,99887
20190412:1600,21.46,28.15,529,828.12,95,313,1.93,343,99867
20190412:1700,21.18,28.1,307,652.29,86,303.4,1.72,352,99828
20190412:1800,20.52,30.9,92,351.22,44,301.4,0.97,359,99828
20190412:1900,18.63,37.85,0,0,0,299.4,1.93,249,99906
20190412:2000,16.3,47.75,0,0,0,294.8,2.48,240,99956
20190412:2100,14.73,58.3,0,0,0,291.2,2.55,231,100034
20190412:2200,13.61,65.2,0,0,0,287.6,2.28,210,100093
20190412:2300,12.63,70.1,0,0,0,285,2.28,187,100103
20190413:0000,11.78,73.2,0,0,0,283.4,2.28,173,100123
20190413:0100,11.07,74.75,0,0,0,281.4,2.28,162,100103
20190413:0200,10.34,76.35,0,0,0,279.2,2.14,156,100054
20190413:0300,9.37,81.2,0,0,0,277.8,1.66,159,100034
20190413:0400,10.4,74.2,0,0,0,284.6,1.1,152,100054
20190413:0500,10.34,73.05,0,0,0,274.4,1.31,123,100073
20190413:0600,8.57,80.4,12,19.79,11,272.2,1.86,114,100093
20190413:0700,9.73,81.8,209,520.46,76,274.4,1.17,108,100162
20190413:0800,14.98,61.4,425,709.49,106,278.8,0.69,91,100191
20190413:0900,17.62,48.15,628,819.98,120,287.4,0.83,56,100181
20190413:1000,19.62,40.45,795,895.59,120,296,0.83,17,100211
20190413:1100,21.06,33.85,916,964.45,103,304,0.62,336,100162
20190413:1200,22.01,30.45,980,1032.6,70,309,0.9,291,100132
20190413:1300,22.73,29.3,940,954.98,113,312.6,1.38,278,100103
20190413:1400,23.21,28.7,851,913.34,122,316,1.86,279,100064
20190413:1500,23.41,28.6,708,866.03,117,318.6,2.34,281,100024
20190413:1600,23.2,29.25,518,770.91,112,320,2.62,281,100014
20190413:1700,22.67,30.7,306,638.44,88,319.2,2.62,276,100014
20190413:1800,21.51,35.6,93,336.99,46,317.2,2.28,260,100054
20190413:1900,18.84,45.05,0,0,0,313.2,2.97,248,100103
20190413:2000,16.97,51.7,0,0,0,307.8,2.69,236,100172
20190413:2100,15.7,56.1,0,0,0,304.8,2.34,212,100260
20190413:2200,14.66,59.6,0,0,0,302.4,2.28,190,100250
20190413:2300,13.82,62.55,0,0,0,301.6,2.14,180,100221
20190414:0000,13.09,65.15,0,0,0,301.8,1.93,171,100191
20190414:0100,12.37,68.65,0,0,0,303.2,1.72,159,100142
20190414:0200,11.58,73.3,0,0,0,301.6,1.59,144,100103
20190414:0300,11.03,75.65,0,0,0,301.6,1.59,124,100054
20190414:0400,10.57,77.05,0,0,0,299.8,1.66,108,100024
20190414:0500,10.1,78.55,0,0,0,299.2,1.72,101,100005
20190414:0600,9.75,81.9,15,18.1,14,300,1.79,100,100024
